"","year","state_code","population","age_0_to_4","age_05_to_09","age_10_to_19","age_20_to_24","age_25_to_29","age_30_to_34","age_35_to_39","age_40_to_44","age_45_to_49","age_50_to_54","age_55_to_59","age_60_to_64","age_65_to_69","age_70_to_74","age_75_to_79","age_80_to_84","age_85_plus","female","male","married","widowed","divorced","separated","never_married_or_under_15_years_old","u_s_citizen_by_naturalization","not_a_citizen_of_the_u_s","entered_us_before_2000","entered_us_in_2000_or_later","speaks_english_less_than_very_well","less_than_high_school","high_school_graduate_ged_or_alternative_credential","some_college_associate_degree","bachelors_degree_or_higher","males_in_civilian_labor_force","females_in_civilian_labor_force","unemployed_males","unemployed_females","private_wage_and_salary_workers","government_workers","self_employed_not_incorporated","self_employed_incorporated","accommodation_and_food_services_and_arts_entertainment_and_recreation","construction","education","finance_insurance_and_real_estate","health_care_social_assistance","information","manufacturing","other_services","professional_scientific_management_and_administrative_services","public_administration","retail","transportation_warehousing_utilities_natural_resources","wholesale_trade","other","management_professional","services","sales_and_office","construction_and_extracion","maintenance_and_repair","production_transportation_and_material_moving","educational_instruction_and_library_occupations","arts_design_entertainment_sports_and_media_occupations","healthcare_practitioner_and_technical_occupations","other_2","individuals_below_poverty","individuals_above_poverty","not_determined","median_personal_earnings","median_personal_earnings_excl_0_and_neg","u_s_citizen_by_0turalization","high_school_graduate_ged_or_alter0tive_credential","fi0nce_insurance_and_real_estate","professio0l_scientific_ma0gement_and_administrative_services","transportation_warehousing_utilities_0tural_resources","ma0gement_professio0l","mainte0nce_and_repair","educatio0l_instruction_and_library_occupations","median_perso0l_earnings","median_perso0l_earnings_excl_0_and_neg","occupied_housing_units","total_number_of_family_households","family_households_in_poverty","family_households_not_in_poverty","owner_occupied_units","renter_occupied_units","under_20_percent_of_hh_income","x20_to_25_percent_of_hh_income","x25_to_30_percent_of_hh_income","x30_to_35_percent_of_hh_income","x35_percent_of_hh_income","under_15_percent_of_hh_income","x15_to_20_percent_of_hh_income","x20_to_25_percent_of_hh_income_2","x25_to_30_percent_of_hh_income_2","x30_to_35_percent_of_hh_income_2","x35_percent","crowded_units","median_household_income","x85_plus","poulation"
"345",2012,16,807,0,0,0,309,373,66,0,0,59,0,0,0,0,0,0,0,0,439,368,741,0,0,0,66,0,741,427,380,0,59,0,368,71,368,71,0,0,498,0,0,0,66,0,0,0,130,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,71,0,66,741,0,0,0,66,0,0,302,0,611,0,0,150,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807
"346",2012,17,6231,0,0,1489,617,312,858,222,815,513,557,163,0,239,0,259,0,187,2895,3336,3597,0,741,117,1776,0,2988,1876,4355,1464,436,0,1963,1336,2178,1391,89,337,3110,234,508,218,741,0,361,0,543,0,740,350,0,0,154,0,110,389,0,773,261,0,0,660,0,416,0,389,1590,4520,121,0,0,3243,390,0,880,191,2713,350,669,10700,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6231
"347",2012,18,1449,0,0,131,51,701,0,121,0,15,81,113,163,0,0,0,73,0,959,490,977,0,154,0,318,0,749,851,598,263,15,0,374,787,490,646,0,0,1153,149,0,0,174,0,436,0,0,0,355,0,0,0,322,0,0,0,0,247,337,0,0,91,0,0,0,0,38,1411,0,0,0,700,91,0,0,15,411,0,363,28000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449
"348",2012,19,1134,0,0,0,0,268,628,0,0,238,0,0,0,0,0,0,0,0,238,896,0,0,0,0,1134,0,506,866,268,0,0,0,628,506,896,238,0,0,628,506,0,0,0,0,506,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,0,628,0,0,0,0,0,628,506,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134
"349",2012,20,179,0,0,0,0,0,88,0,0,0,0,0,0,91,0,0,0,0,88,91,179,0,0,0,0,0,179,91,88,0,0,0,0,88,91,88,0,0,88,0,91,0,0,0,0,0,88,0,91,0,0,0,0,0,0,0,0,88,0,0,0,91,0,0,0,0,0,179,0,0,0,0,91,0,0,0,0,0,0,14700,14700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
"350",2012,21,280,0,0,0,208,0,72,0,0,0,0,0,0,0,0,0,0,0,208,72,136,0,72,0,72,0,208,208,72,0,72,0,0,0,72,0,0,0,72,0,0,72,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,72,0,0,136,144,0,0,0,72,0,0,0,0,136,0,0,0,304000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
"351",2012,22,1563,0,37,38,0,753,308,303,111,0,0,0,13,0,0,0,0,0,117,1446,510,0,316,0,737,0,794,573,990,616,33,0,308,335,1413,38,308,0,929,0,0,522,162,1210,0,0,0,0,0,0,0,0,13,0,36,0,0,124,87,688,0,0,0,0,0,0,124,1406,33,0,0,769,812,0,30,0,664,0,0,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563
"352",2012,23,162,0,0,23,0,0,0,139,0,0,0,0,0,0,0,0,0,0,139,23,0,0,0,0,162,0,139,162,0,139,0,0,0,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,139,0,0,23,139,0,0,0,139,0,0,0,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
"353",2012,24,9443,968,269,786,403,2313,517,1353,509,846,690,355,267,112,0,0,0,55,5549,3894,6079,0,434,154,2776,0,7447,2487,6956,2811,787,0,1866,3470,2501,2501,78,68,3483,1222,1671,136,157,351,541,0,696,189,437,1186,0,880,62,0,0,0,0,2543,565,258,0,125,0,125,160,0,364,9079,0,0,0,1996,894,333,1586,94,5026,116,525,10000,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9443
"354",2012,25,55109,0,460,5238,3633,8347,8828,5974,7441,4218,5018,3550,760,663,979,0,0,0,29200,25909,28291,921,6458,1583,17856,0,38219,22922,32187,28988,8035,0,5614,9860,22393,22277,1513,1812,35957,1930,6291,1773,8210,7744,1899,0,4280,737,1552,6426,0,598,2887,0,728,780,0,20083,6825,6799,0,3885,0,376,725,1010,5348,49625,136,0,0,16890,22269,1618,8148,1124,13239,1101,1066,20000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55109
"355",2012,26,4563,0,0,606,254,600,466,955,375,226,82,999,0,0,0,0,0,0,3139,1424,2598,439,504,0,1022,0,3460,1429,3134,1292,356,0,1277,2070,930,1427,118,108,2241,513,230,266,36,0,536,0,243,201,488,0,0,176,592,0,50,0,0,279,769,0,0,338,0,0,0,213,1107,3119,337,0,0,1103,0,344,371,213,2608,0,356,7600,20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4563
"356",2012,27,1145,0,0,0,117,200,257,272,114,0,185,0,0,0,0,0,0,0,804,341,709,0,0,0,436,0,559,386,759,65,0,0,0,828,341,349,0,192,871,23,0,134,0,0,0,0,294,0,185,134,0,23,0,0,0,0,0,42,392,0,0,0,0,0,137,0,134,894,117,0,0,586,200,200,192,0,440,134,0,12000,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145
"357",2012,28,343,0,0,0,125,0,98,0,0,0,68,52,0,0,0,0,0,0,170,173,150,0,68,0,125,0,343,52,291,241,0,0,0,150,0,120,0,0,120,0,0,0,0,0,0,0,68,0,0,0,0,0,52,0,0,0,0,0,68,0,0,0,0,52,0,0,223,120,0,0,0,0,68,0,0,0,223,0,0,5000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343
"358",2012,29,1112,0,0,0,458,0,225,120,37,100,91,81,0,0,0,0,0,0,689,423,501,0,153,0,458,0,741,392,720,386,0,0,192,462,100,292,0,0,464,37,0,0,120,0,118,0,0,0,72,91,0,0,0,0,0,0,0,120,28,0,0,144,0,91,0,0,0,654,458,0,0,371,0,28,0,72,692,0,37,0,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112
"359",2012,31,488,0,0,0,0,0,0,0,0,0,0,261,0,0,227,0,0,0,359,129,488,0,0,0,0,0,261,227,261,0,0,0,0,488,129,132,0,0,261,227,0,0,0,0,227,0,132,0,0,0,0,0,129,0,0,0,0,261,0,0,0,0,0,0,0,0,0,488,0,0,0,227,0,0,0,0,227,0,0,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488
"360",2012,32,1659,0,0,261,0,229,285,198,204,0,140,214,64,64,0,0,0,0,1164,495,850,0,399,0,410,0,706,1072,587,182,0,0,117,339,355,1121,64,92,1338,0,64,117,898,124,0,0,0,0,0,174,0,0,64,0,0,0,0,805,178,64,0,30,0,133,0,0,232,1427,0,0,0,953,942,149,57,53,449,0,0,16800,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659
"361",2012,33,1684,0,0,65,243,111,383,76,581,0,47,133,45,0,0,0,0,0,905,779,926,0,274,0,484,0,1577,1080,604,399,169,0,226,649,741,791,0,0,1270,0,238,69,424,196,0,0,47,0,222,221,0,0,45,0,0,0,0,1011,152,128,0,239,0,0,0,0,137,1543,4,0,0,107,332,0,422,0,154,0,0,15900,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684
"362",2012,34,29364,0,378,2941,2491,3001,4825,2296,3247,2833,2881,1613,773,878,680,233,247,47,15618,13746,14204,1450,2273,1130,10307,0,20914,12709,16655,16254,6067,0,4105,4682,9905,8386,704,960,14366,735,3707,1190,1752,4561,136,0,1773,0,852,4255,0,380,927,0,1074,428,0,7822,2778,4143,0,1733,0,165,242,428,6200,23012,152,0,0,8450,8700,1221,2552,515,11244,740,69,16900,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29364
"363",2012,35,522,0,0,0,0,0,174,0,191,0,157,0,0,0,0,0,0,0,174,348,365,0,0,0,157,0,522,157,365,0,0,0,0,522,348,0,0,0,0,348,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,365,157,0,0,0,0,0,0,0,0,174,0,157,6500,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522
"364",2012,36,24210,0,0,299,691,2028,3238,3995,1981,3235,3110,2363,1257,347,1140,269,0,257,15927,8283,14510,591,2003,1528,5578,0,13355,16117,8093,7129,3290,0,4582,10489,7478,11335,503,452,14007,2201,3172,1087,1273,2115,1772,0,2497,479,567,2479,0,938,1637,0,443,0,0,5569,4019,1675,0,1130,0,1722,867,0,2524,21439,247,0,0,10855,4859,1518,3784,1075,7846,141,1241,25000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24210
"365",2012,37,5154,0,0,125,884,673,1046,422,165,491,507,665,0,0,0,176,0,0,3565,1589,2423,391,414,263,1663,0,3782,2942,2212,1603,158,0,898,1964,1416,2428,0,141,3074,1005,500,0,424,37,1006,0,516,0,318,217,0,721,472,0,0,0,0,888,1788,0,0,322,0,0,0,0,1159,3995,0,0,0,1372,1125,132,542,194,1150,0,704,14000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5154
"366",2012,38,209,0,0,0,0,183,0,0,26,0,0,0,0,0,0,0,0,0,119,90,209,0,0,0,0,0,209,0,209,183,0,0,26,183,90,119,0,0,90,0,119,0,0,0,90,0,26,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,93,93,0,90,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
"367",2012,39,1729,0,0,84,0,143,0,876,182,0,396,48,0,0,0,0,0,0,784,945,1211,0,124,0,394,0,1420,1039,690,43,0,0,520,815,902,557,0,0,1454,0,0,48,454,420,108,0,0,0,43,0,0,0,0,0,434,0,0,406,43,730,0,0,0,0,0,0,0,1729,0,0,0,309,310,0,43,0,500,0,50,47000,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729
"368",2012,40,557,0,0,0,0,216,32,52,0,131,126,0,0,0,0,0,0,0,287,270,339,0,0,0,218,0,357,232,325,451,0,0,92,208,52,255,0,50,383,50,0,0,0,0,0,0,131,0,178,0,0,50,0,0,0,0,0,50,74,0,0,126,0,0,0,0,0,289,268,0,0,200,257,74,0,0,176,0,131,1800,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557
"369",2012,41,2118,0,0,0,71,485,189,616,0,104,58,55,0,0,0,142,296,102,1714,404,282,140,631,413,652,0,726,1670,448,733,189,0,599,651,347,316,0,0,992,63,0,0,179,0,221,0,58,0,103,189,0,0,305,0,0,0,0,433,398,0,0,103,0,0,0,0,898,1220,0,0,0,1392,608,0,0,0,1121,0,63,3000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118
"370",2012,42,11289,0,245,461,689,1392,2666,1515,506,488,1618,178,246,450,214,0,325,296,6247,5042,6821,296,994,707,2471,0,7549,4342,6947,5213,1214,0,1544,2301,4130,3775,301,0,5843,649,2196,0,328,1127,239,0,728,0,668,1682,0,0,559,0,0,0,0,3133,969,1127,0,262,0,828,220,0,794,10409,86,0,0,3740,4835,0,2696,661,3639,659,452,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11289
"371",2012,44,267,0,0,0,0,71,131,0,65,0,0,0,0,0,0,0,0,0,267,0,267,0,0,0,0,0,71,0,267,0,0,0,196,71,0,267,0,0,267,0,0,0,0,0,71,0,65,0,0,0,0,0,0,0,0,0,0,65,131,0,0,0,0,0,0,0,0,267,0,0,0,196,0,131,0,0,0,0,71,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
"372",2012,45,3090,138,120,353,153,307,540,702,191,280,204,102,0,0,0,0,0,0,830,2260,1139,0,0,667,1284,0,2830,701,2389,2054,739,0,417,417,1823,234,0,14,1973,239,105,0,0,1350,0,0,113,0,227,0,0,239,0,0,0,0,0,220,374,1175,0,0,0,0,0,239,153,2698,239,0,0,260,753,0,274,114,1082,0,0,14000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3090
"373",2012,46,230,0,0,23,0,0,131,0,0,0,76,0,0,0,0,0,0,0,207,23,207,0,0,0,23,0,154,207,23,23,0,0,0,207,0,131,0,0,131,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,207,0,0,0,76,0,0,0,0,230,0,0,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230
"374",2012,47,506,0,0,0,41,0,193,45,0,54,173,0,0,0,0,0,0,0,247,259,157,0,173,0,176,0,333,268,238,238,0,0,173,292,218,247,45,0,362,103,41,0,0,0,157,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,41,465,0,0,0,173,0,0,173,41,214,0,157,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506
"375",2012,48,13092,100,659,640,325,1057,1641,1895,1617,1189,2987,352,141,205,0,0,54,230,8208,4884,10094,103,659,329,1907,0,8183,5940,7152,3123,759,0,2329,6904,3270,4395,86,174,6160,446,2649,65,847,104,558,0,397,208,557,996,0,124,1150,0,0,0,0,1715,3491,0,0,862,0,217,106,0,927,12051,114,0,0,4909,1376,2127,1952,384,6170,0,531,17000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13092
"376",2012,49,3613,0,0,298,614,0,598,216,529,428,557,268,105,0,0,0,0,0,2842,771,1787,0,1092,0,734,0,2055,1688,1925,956,211,0,1039,927,771,2188,0,0,2096,190,764,0,105,109,103,0,394,81,576,709,0,87,193,0,86,0,0,1194,732,109,0,484,0,81,0,0,817,2796,0,0,0,1558,524,62,545,0,1013,0,0,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613
"377",2012,50,295,0,0,60,38,0,0,138,0,0,59,0,0,0,0,0,0,0,295,0,182,0,0,0,113,0,113,197,98,15,0,0,59,123,0,242,0,0,221,0,59,0,0,0,98,0,123,0,0,0,0,0,59,0,0,0,0,0,119,0,0,0,0,0,123,0,0,182,113,0,0,182,15,0,0,0,53,0,0,67000,67000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295
"378",2012,51,4320,0,0,606,0,754,566,543,497,236,224,0,261,169,93,0,14,357,2920,1400,2762,442,309,108,699,0,1991,2016,2304,241,213,0,585,2370,840,1521,0,24,2363,329,447,204,382,53,217,0,349,55,242,305,0,202,320,0,0,0,0,652,347,53,0,294,0,166,59,0,378,3666,276,0,0,2329,546,59,884,275,2348,78,323,27800,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4320
"379",2012,53,3189,0,0,0,409,290,557,758,414,257,396,108,0,0,0,0,0,0,1462,1727,2217,0,78,0,894,0,1672,1263,1926,1094,0,0,1034,1475,1648,711,330,224,2131,0,0,0,0,167,0,0,224,65,0,0,0,0,325,0,0,330,0,104,635,167,0,251,0,0,0,330,330,2780,79,0,0,1517,271,276,996,78,1702,0,0,50000,78000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189
"380",2012,54,217,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,54,54,163,0,54,0,0,163,0,163,54,163,0,0,0,0,163,163,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,217,0,0,0,54,54,0,163,0,54,0,0,70000,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217
"381",2012,55,782,0,0,267,0,0,0,156,0,305,54,0,0,0,0,0,0,0,436,346,305,0,54,0,423,0,728,210,572,305,0,0,210,305,346,131,0,0,321,0,156,0,0,0,131,0,0,0,136,0,0,0,0,0,0,0,0,0,0,156,0,54,0,131,0,0,0,782,0,0,0,54,0,0,0,210,441,0,0,450,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782
"382",2012,56,99,0,0,0,0,0,0,0,0,45,54,0,0,0,0,0,0,0,45,54,99,0,0,0,0,0,54,99,0,0,0,0,0,45,54,45,0,0,99,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,45,0,0,54,0,0,0,0,0,99,0,0,0,45,54,0,0,0,0,0,0,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
"383",2013,1,772,0,0,134,38,0,0,0,172,364,64,0,0,0,0,0,0,0,581,191,309,0,291,0,172,0,598,137,635,409,0,0,174,426,73,409,0,291,383,64,0,73,0,0,64,0,0,0,0,0,0,0,54,0,0,0,0,0,54,0,0,291,0,0,0,0,371,363,38,0,0,174,0,0,111,291,290,0,137,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772
"384",2013,2,554,0,0,113,0,0,235,0,95,111,0,0,0,0,0,0,0,0,181,373,441,0,0,0,113,0,165,68,486,95,398,0,0,0,235,43,0,0,278,0,68,0,0,235,0,0,0,0,0,43,0,0,0,0,0,0,0,0,43,235,0,0,0,0,0,68,86,468,0,0,0,389,43,0,0,68,208,0,0,120000,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554
"385",2013,4,1885,33,0,54,0,71,358,385,136,350,296,41,53,108,0,0,0,0,1432,453,1099,108,261,0,417,0,845,973,912,659,119,0,617,822,420,729,0,157,562,418,80,239,52,0,63,0,309,0,128,80,0,219,95,0,0,77,0,359,575,0,0,0,0,0,181,77,138,1747,0,0,0,1040,240,270,83,0,693,0,0,14400,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1885
"386",2013,5,334,0,0,124,0,0,90,120,0,0,0,0,0,0,0,0,0,0,210,124,210,0,0,0,124,0,214,120,214,90,0,0,210,0,0,90,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,210,0,0,0,0,0,0,0,124,210,0,0,0,120,0,90,0,0,124,0,0,0,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334
"387",2013,6,35664,182,336,1435,1913,2854,7291,6633,2234,3769,2227,2507,2152,580,648,585,132,186,19531,16133,21692,485,4773,1163,7551,0,21030,15875,19789,10691,2395,0,9911,15173,13787,10978,1023,953,18691,2034,4721,1754,4044,885,2398,0,2245,1806,1486,3778,0,474,1427,0,1045,322,0,7516,4448,318,0,3427,0,2008,678,322,5539,29240,885,0,0,14634,4319,1026,4631,2207,14863,465,1507,18400,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35664
"388",2013,8,2534,0,226,67,613,365,173,345,305,211,73,0,74,0,82,0,0,0,1268,1266,1331,0,82,0,1121,0,2205,450,2084,1296,216,0,525,829,638,766,0,0,1418,398,58,0,0,0,475,0,120,0,136,273,0,0,64,0,0,0,0,364,182,0,0,73,0,63,120,0,409,2125,0,0,0,329,58,297,509,0,1257,0,475,15700,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2534
"389",2013,9,15130,0,0,501,914,1864,2894,1399,1304,2357,2171,749,525,392,60,0,0,0,7652,7478,10193,160,1591,266,2920,0,11238,7624,7506,9064,2430,0,3538,4059,7109,5069,535,65,8484,424,3233,803,1289,3292,490,0,1129,267,766,1764,0,107,739,0,178,0,0,4537,1175,3354,0,946,0,337,535,107,1171,13870,89,0,0,3892,3688,426,2274,279,3693,104,342,20000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15130
"390",2013,10,240,0,0,172,0,0,0,0,0,68,0,0,0,0,0,0,0,0,167,73,0,0,68,0,172,0,240,73,167,0,0,0,68,0,0,0,0,0,68,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,172,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
"391",2013,11,2762,0,658,329,44,0,72,611,129,244,384,0,0,89,68,0,0,134,2325,437,580,0,0,217,1965,0,2208,962,1800,748,306,0,0,1291,201,584,0,0,862,362,282,0,79,0,129,0,0,0,0,336,0,303,44,0,0,0,0,317,160,0,0,0,0,0,0,0,1049,1370,343,0,0,554,134,0,615,0,2217,0,68,6400,17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2762
"392",2013,12,68154,474,819,4472,3564,6462,6933,8375,6980,6037,8069,5398,3511,3432,1081,958,542,1047,39187,28967,38260,3085,7950,1422,17437,0,36888,34347,33807,28273,4620,0,14342,22437,21872,24291,819,1733,35342,2427,8080,5578,4401,6231,2409,0,4454,1024,2426,6568,0,922,6776,0,2374,328,0,11875,14483,4225,0,2931,0,1094,1829,569,9357,58310,487,0,0,31266,17426,4836,6904,2243,27134,1944,1597,18000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68154
"393",2013,13,9122,73,0,492,803,275,2089,799,726,1449,1051,661,193,420,91,0,0,0,5654,3468,6466,104,536,0,2016,0,7128,2736,6386,3127,489,0,1801,3980,2699,2840,135,95,4693,392,1336,711,383,578,588,0,642,362,538,924,0,52,633,0,157,43,0,2116,1558,424,0,0,0,156,434,43,711,8268,143,0,0,1994,1484,513,1372,390,3813,157,323,18070,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9122
"394",2013,15,613,0,0,0,0,0,297,0,0,72,151,93,0,0,0,0,0,0,196,417,399,0,214,0,0,0,27,426,187,187,0,0,93,333,417,196,0,0,448,0,165,0,214,0,0,0,0,0,45,93,0,0,0,0,0,0,0,187,0,0,0,45,0,27,0,0,0,613,0,0,0,586,187,151,0,110,261,93,0,28500,28500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613
"395",2013,16,175,0,0,0,0,102,0,73,0,0,0,0,0,0,0,0,0,0,73,102,175,0,0,0,0,0,102,0,175,102,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,73,0,0,0,73,73,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
"396",2013,17,3583,0,0,254,513,221,186,250,476,1106,0,83,0,260,0,86,0,148,2341,1242,2508,148,250,0,677,0,2652,1472,2111,677,92,0,160,1828,731,1399,0,93,2090,74,156,36,0,78,436,0,269,0,743,238,0,0,223,0,79,0,0,426,610,78,0,182,0,103,243,0,406,3151,26,0,0,931,736,123,167,0,1674,79,188,23000,45700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3583
"397",2013,18,1686,0,0,318,149,307,61,44,133,91,39,544,0,0,0,0,0,0,865,821,1175,0,0,0,511,0,1289,868,818,319,0,0,229,908,687,249,61,0,1144,0,133,0,0,0,44,0,412,67,544,0,0,0,0,0,0,0,0,269,210,0,0,82,0,0,143,0,211,1224,251,0,0,397,82,133,77,0,982,0,0,10000,91000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686
"398",2013,19,564,0,0,0,127,59,0,0,378,0,0,0,0,0,0,0,0,0,378,186,0,0,378,0,186,0,186,378,186,186,0,0,0,437,59,378,0,0,437,0,0,0,378,0,59,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,378,59,127,0,0,378,0,0,0,0,186,0,0,8500,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564
"399",2013,20,1061,0,0,0,108,0,106,647,0,0,0,60,140,0,0,0,0,0,425,636,847,0,106,0,108,0,214,200,861,822,0,0,140,707,528,285,0,106,953,0,0,0,166,0,0,0,608,0,0,179,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,106,847,108,0,0,847,106,0,0,0,815,0,0,45000,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061
"400",2013,21,735,0,0,279,65,0,80,0,39,32,0,0,240,0,0,0,0,0,261,474,71,0,196,0,468,0,463,311,424,279,0,0,0,243,195,80,0,0,236,39,0,0,0,0,39,0,0,0,124,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,395,275,65,0,0,272,148,80,0,32,572,0,39,7900,7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735
"401",2013,22,1485,0,0,74,0,202,122,122,540,173,162,74,16,0,0,0,0,0,604,881,973,0,84,0,428,0,1182,621,864,877,527,0,84,405,865,377,75,0,778,0,313,151,74,690,58,0,132,0,0,0,0,0,63,0,0,0,0,138,218,440,0,0,0,0,0,0,403,1082,0,0,0,303,395,138,0,87,631,0,58,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485
