"","year","state_code","population","age_0_to_4","age_05_to_09","age_10_to_19","age_20_to_24","age_25_to_29","age_30_to_34","age_35_to_39","age_40_to_44","age_45_to_49","age_50_to_54","age_55_to_59","age_60_to_64","age_65_to_69","age_70_to_74","age_75_to_79","age_80_to_84","age_85_plus","female","male","married","widowed","divorced","separated","never_married_or_under_15_years_old","u_s_citizen_by_naturalization","not_a_citizen_of_the_u_s","entered_us_before_2000","entered_us_in_2000_or_later","speaks_english_less_than_very_well","less_than_high_school","high_school_graduate_ged_or_alternative_credential","some_college_associate_degree","bachelors_degree_or_higher","males_in_civilian_labor_force","females_in_civilian_labor_force","unemployed_males","unemployed_females","private_wage_and_salary_workers","government_workers","self_employed_not_incorporated","self_employed_incorporated","accommodation_and_food_services_and_arts_entertainment_and_recreation","construction","education","finance_insurance_and_real_estate","health_care_social_assistance","information","manufacturing","other_services","professional_scientific_management_and_administrative_services","public_administration","retail","transportation_warehousing_utilities_natural_resources","wholesale_trade","other","management_professional","services","sales_and_office","construction_and_extracion","maintenance_and_repair","production_transportation_and_material_moving","educational_instruction_and_library_occupations","arts_design_entertainment_sports_and_media_occupations","healthcare_practitioner_and_technical_occupations","other_2","individuals_below_poverty","individuals_above_poverty","not_determined","median_personal_earnings","median_personal_earnings_excl_0_and_neg","u_s_citizen_by_0turalization","high_school_graduate_ged_or_alter0tive_credential","fi0nce_insurance_and_real_estate","professio0l_scientific_ma0gement_and_administrative_services","transportation_warehousing_utilities_0tural_resources","ma0gement_professio0l","mainte0nce_and_repair","educatio0l_instruction_and_library_occupations","median_perso0l_earnings","median_perso0l_earnings_excl_0_and_neg","occupied_housing_units","total_number_of_family_households","family_households_in_poverty","family_households_not_in_poverty","owner_occupied_units","renter_occupied_units","under_20_percent_of_hh_income","x20_to_25_percent_of_hh_income","x25_to_30_percent_of_hh_income","x30_to_35_percent_of_hh_income","x35_percent_of_hh_income","under_15_percent_of_hh_income","x15_to_20_percent_of_hh_income","x20_to_25_percent_of_hh_income_2","x25_to_30_percent_of_hh_income_2","x30_to_35_percent_of_hh_income_2","x35_percent","crowded_units","median_household_income","x85_plus","poulation"
"179",2008,44,1552,0,0,148,0,73,96,0,65,679,0,65,0,0,272,0,154,0,1178,374,713,84,256,0,499,605,947,1267,285,564,329,693,0,382,72,906,0,351,1067,65,0,0,0,0,65,0,73,0,642,0,256,0,0,0,96,0,939,329,65,0,0,154,65,0,0,0,84,1468,0,17100,24600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552
"180",2008,45,3414,0,199,202,589,518,546,146,462,116,585,0,0,51,0,0,0,0,1623,1791,1993,67,108,0,1246,547,2867,713,2701,1959,247,1000,826,351,1146,929,0,0,2091,51,536,0,306,1022,0,0,209,88,158,175,381,51,50,0,238,0,935,867,204,843,0,305,51,0,82,0,631,2783,0,11800,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3414
"181",2008,46,152,0,0,0,10,0,10,0,0,0,0,132,0,0,0,0,0,0,20,132,132,0,0,0,20,0,152,132,20,10,0,10,132,0,132,20,0,0,152,0,0,0,0,0,20,0,0,0,132,0,0,0,0,0,0,0,0,0,10,142,0,0,0,0,0,0,0,132,20,70000,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
"182",2008,47,2164,0,0,143,411,30,549,0,292,186,443,0,110,0,0,0,0,0,1465,699,489,0,799,292,584,709,1455,756,1408,708,0,52,110,1448,293,874,0,0,1476,102,0,0,0,119,102,193,0,0,334,84,0,0,584,110,52,0,1146,84,713,119,0,0,102,0,0,0,224,1677,263,20030,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2164
"183",2008,48,12819,158,70,1814,1598,1121,1291,1680,838,1837,1209,504,60,133,284,172,50,0,7593,5226,6498,222,851,971,4277,4128,8691,6101,6718,4248,851,1863,2184,4281,3667,3180,519,163,6001,1073,599,351,1519,231,471,718,475,273,276,495,391,667,1380,1059,69,149,6694,2028,1557,149,467,1193,255,0,327,149,1771,10823,225,9500,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12819
"184",2008,49,3691,0,0,294,789,130,0,774,781,288,635,0,0,0,0,0,0,0,2280,1411,2190,0,489,0,1012,1108,2583,3206,485,871,0,419,1064,1125,1236,1065,0,0,2093,413,891,0,117,0,355,573,574,0,270,60,963,0,298,187,0,0,604,1571,488,0,0,525,348,0,73,0,877,2639,175,12300,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3691
"185",2008,50,233,0,0,0,0,0,0,40,193,0,0,0,0,0,0,0,0,0,40,193,233,0,0,0,0,193,40,233,0,0,0,0,0,233,193,40,193,0,40,0,193,0,0,0,0,0,0,0,0,0,193,0,0,40,0,0,233,0,0,0,0,0,0,0,0,0,0,233,0,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233
"186",2008,51,3630,0,188,131,183,531,215,530,433,397,158,350,188,112,136,0,78,0,2693,937,2003,78,286,46,1217,1481,2149,1754,1876,1402,40,802,336,1950,918,1574,0,0,1747,535,503,0,332,0,536,0,459,92,0,350,330,63,290,0,333,0,1375,1131,431,0,0,54,525,19,95,0,462,3168,0,16600,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3630
"187",2008,53,3653,0,99,660,191,687,254,156,776,308,344,0,79,0,99,0,0,0,1984,1669,2577,0,79,0,997,845,2808,1140,2513,1696,491,1103,270,839,1219,1014,0,0,1252,110,1483,0,0,144,110,160,326,77,109,462,1063,0,394,0,0,0,1380,1540,554,70,0,109,0,0,0,0,258,3395,0,14000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3653
"188",2008,55,933,0,0,0,119,89,178,390,36,121,0,0,0,0,0,0,0,0,933,0,365,0,192,0,376,192,741,634,299,36,0,246,198,370,0,725,0,0,755,178,0,0,36,0,178,210,198,0,192,0,119,0,0,0,0,0,370,36,210,0,0,119,0,0,198,0,0,933,0,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933
"189",2009,1,803,0,59,125,0,129,62,188,76,0,0,0,88,0,0,0,76,0,567,236,619,0,0,0,184,164,639,351,452,116,164,0,178,277,148,120,0,62,120,148,88,0,0,0,148,0,0,0,0,58,0,0,150,0,0,0,519,0,150,0,0,0,76,0,58,0,206,597,0,5400,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803
"190",2009,2,481,0,92,100,0,0,0,0,105,48,0,48,88,0,0,0,0,0,385,96,201,88,0,0,192,184,297,184,297,105,96,0,105,88,48,88,0,0,0,88,96,0,0,48,0,0,0,0,0,0,0,88,0,48,0,0,385,0,0,48,0,0,0,0,0,48,100,381,0,3000,41300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481
"191",2009,4,1798,0,0,286,100,393,177,72,439,110,147,0,0,0,74,0,0,0,1400,398,1270,0,61,0,467,540,1258,880,918,548,250,0,545,617,217,513,0,0,569,77,165,0,0,0,183,61,70,86,0,82,246,0,0,83,0,0,1058,165,322,0,0,0,183,0,70,0,0,1617,181,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798
"192",2009,5,236,0,0,0,0,99,0,0,0,137,0,0,0,0,0,0,0,0,236,0,137,0,0,0,99,137,99,0,236,0,0,99,0,137,0,0,0,0,0,99,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,137,99,0,0,0,0,0,0,0,0,99,137,0,0,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
"193",2009,6,28473,148,149,2683,2590,2293,3776,4564,2982,2578,2405,1224,874,922,437,0,197,651,17573,10900,14736,828,3549,600,8760,10689,17784,15064,13409,9564,2035,4090,6356,10422,8012,10625,581,2293,14645,1732,3674,325,2831,629,1920,1466,1755,1056,2150,2753,3211,340,1196,425,732,489,13377,5689,3305,428,623,1417,1764,933,310,489,3970,23874,629,14000,28600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28473
"194",2009,8,2792,0,0,48,734,35,564,1108,0,0,115,101,0,87,0,0,0,0,1467,1325,1815,0,87,0,890,335,2457,835,1957,884,0,87,714,1209,1142,935,142,0,1624,0,636,0,734,318,0,304,0,82,184,143,426,0,69,0,0,0,1427,694,228,318,0,0,0,125,0,0,729,2063,0,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2792
"195",2009,9,16606,504,209,1774,1398,2140,3169,2563,2561,879,410,663,107,0,0,229,0,0,8461,8145,9174,363,1501,638,4930,2282,14324,6360,10246,9350,2567,4696,2053,3405,6573,5008,69,183,9138,417,1667,1100,475,2923,383,394,460,22,1342,2339,2733,221,452,572,191,99,5156,5162,1414,3024,139,1108,147,84,273,99,2415,14191,0,16500,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16606
"196",2009,11,762,0,0,0,0,0,97,0,338,0,78,249,0,0,0,0,0,0,665,97,346,0,78,0,338,97,665,175,587,249,0,0,0,762,97,665,0,0,97,665,0,0,0,0,0,249,0,0,0,97,0,416,0,0,0,0,416,0,0,0,0,0,0,97,249,0,0,762,0,85000,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762
"197",2009,12,76187,446,1928,8570,5915,9778,10819,7907,8971,9406,4341,2750,2269,1543,719,482,156,187,43476,32711,41896,2153,5172,2810,24156,22069,54118,39156,37031,31497,5923,13745,16649,23011,25872,28117,1632,1948,41842,2110,7574,6119,7165,8831,2250,5073,4658,895,2891,5019,9682,758,5475,3031,2342,553,30308,14589,11884,7248,1942,4247,2231,1322,1722,694,8187,67494,506,15600,23400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76187
"198",2009,13,13997,92,0,2840,724,1579,1562,1871,2250,1674,464,219,245,270,207,0,0,0,6489,7508,7643,114,479,778,4983,3020,10977,6052,7945,5318,855,2741,3508,3237,5490,4555,14,181,4876,913,4147,427,0,1679,146,743,569,163,695,2037,1775,468,404,1801,132,0,5014,2934,1648,1388,417,1881,146,0,569,0,1380,12556,61,16000,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13997
"199",2009,15,1026,0,0,0,157,0,409,0,184,213,0,0,0,0,63,0,0,0,787,239,767,0,102,0,157,165,861,247,779,145,145,0,267,457,239,369,0,0,861,102,0,0,267,82,102,0,142,0,213,157,0,0,0,0,0,0,276,566,0,82,0,0,102,0,0,0,157,869,0,31000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026
"200",2009,16,210,0,0,0,0,0,0,98,0,0,112,0,0,0,0,0,0,0,0,210,112,0,98,0,0,98,112,210,0,0,98,0,0,112,210,0,0,0,210,0,0,0,0,0,0,0,0,0,112,0,0,0,98,0,0,0,0,0,0,0,0,210,0,0,0,0,0,210,0,70000,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
"201",2009,17,3311,0,80,0,65,316,996,290,422,447,391,246,0,58,0,0,0,0,1683,1628,2263,0,0,153,895,1837,1474,2313,998,751,0,298,539,2329,1481,953,0,92,1982,119,426,262,115,82,217,0,632,0,187,192,218,0,826,255,65,92,826,330,956,82,217,311,119,0,378,92,335,2976,0,38200,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3311
"202",2009,18,1386,0,0,122,140,331,128,278,161,226,0,0,0,0,0,0,0,0,660,726,978,0,0,0,408,238,1148,408,978,283,0,0,348,776,464,289,0,128,1039,64,0,0,0,0,210,0,213,0,0,128,134,0,262,156,0,0,503,128,423,0,0,70,210,0,52,0,146,1240,0,12000,20720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386
"203",2009,19,719,0,0,0,0,0,0,115,160,88,0,74,175,0,107,0,0,0,530,189,162,0,557,0,0,175,544,524,195,195,107,0,337,275,189,160,0,0,115,0,234,0,0,0,0,0,0,0,115,0,234,0,0,0,0,0,485,0,0,0,0,0,0,234,0,0,0,719,0,12600,12600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719
"204",2009,20,1098,0,0,137,189,0,423,0,0,349,0,0,0,0,0,0,0,0,847,251,678,0,0,94,326,58,1040,58,1040,678,0,329,0,443,251,653,0,349,632,0,329,0,0,0,131,0,230,0,0,94,156,0,350,0,0,0,137,386,349,0,94,1,0,0,0,0,523,444,131,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098
"205",2009,21,1112,0,0,42,0,562,207,69,106,79,22,0,0,0,25,0,0,0,238,874,124,25,0,0,963,149,963,232,880,94,0,94,645,331,874,159,0,23,1033,0,0,0,562,0,229,0,0,0,0,111,23,0,108,0,0,0,102,673,108,0,0,0,229,0,0,0,880,232,0,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112
"206",2009,22,4038,0,264,434,319,754,788,665,197,262,269,0,0,86,0,0,0,0,1439,2599,1802,0,194,139,1903,366,3672,1156,2882,2146,847,1057,47,1070,2049,442,0,0,1765,77,960,116,0,1895,206,0,116,0,0,465,236,0,0,0,0,0,1313,238,524,1509,386,0,68,0,0,0,86,3952,0,20000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4038
"207",2009,23,316,0,0,0,88,0,228,0,0,0,0,0,0,0,0,0,0,0,228,88,228,0,0,0,88,218,98,88,228,98,0,0,0,228,0,228,0,0,228,0,0,0,98,0,0,0,0,0,0,0,130,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,228,88,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316
"208",2009,24,7884,0,0,471,416,764,1427,729,1164,835,469,563,152,159,563,172,0,0,4456,3428,5066,430,434,368,1586,1685,6199,3891,3993,4075,1957,1516,1173,2351,3033,2649,84,0,4457,937,1290,252,333,1412,566,568,64,86,84,1781,809,653,580,0,0,0,2362,2051,991,1412,90,228,415,335,0,0,994,6890,0,20000,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7884
"209",2009,25,69502,444,398,5699,6117,12362,10475,9283,9577,7236,4574,1755,894,116,572,0,0,0,30503,38999,33568,844,7702,2613,24775,12189,57313,27327,42175,43843,13908,21301,10980,10655,34676,23482,3005,1002,45080,2058,13818,384,10336,8616,1710,1280,3024,430,5216,11068,14007,257,3106,927,1363,171,11526,30651,7753,8712,1674,6614,451,742,511,393,9105,60192,205,20000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69502
"210",2009,26,2727,0,93,338,107,367,406,303,201,182,176,175,160,92,127,0,0,0,1776,951,1695,0,230,0,802,528,2199,644,2083,818,0,403,549,1237,475,833,0,0,1527,91,92,0,0,0,514,448,0,0,276,22,154,0,199,0,97,0,1663,191,329,0,22,92,430,0,0,0,326,2401,0,10200,18060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2727
"211",2009,27,2243,0,0,0,540,313,514,278,182,180,117,92,0,0,0,0,0,27,1631,612,1502,0,0,0,741,442,1801,687,1556,155,143,523,567,470,342,886,67,392,1764,117,0,67,157,143,117,0,498,123,118,0,514,0,278,0,0,0,683,549,868,0,0,26,0,0,117,0,660,1583,0,0,51420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243
"212",2009,28,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,45,0,45,0,0,0,0,0,45,0,45,0,0,0,45,0,0,45,0,0,45,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,45,0,4800,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"213",2009,29,1382,0,122,119,280,279,198,231,0,76,77,0,0,0,0,0,0,0,718,664,715,0,0,0,667,280,1102,380,1002,231,0,111,131,619,265,210,0,77,972,133,0,0,280,0,474,100,131,0,43,0,0,0,77,0,0,0,420,411,0,0,0,77,474,0,0,0,309,954,119,2400,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382
"214",2009,30,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,50,0,50,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"215",2009,31,852,0,0,0,407,0,222,29,79,0,0,115,0,0,0,0,0,0,586,266,515,0,0,79,258,62,790,452,400,421,0,186,53,206,266,429,0,0,373,149,330,0,0,0,0,0,29,65,0,53,496,149,60,0,0,0,214,82,477,0,0,79,0,0,0,0,0,852,0,16800,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852
"216",2009,32,1305,0,0,89,0,81,302,189,77,128,128,116,70,125,0,0,0,0,840,465,1216,0,0,0,89,1008,297,917,388,315,0,322,267,627,465,664,0,202,883,0,185,129,345,61,56,257,0,0,0,205,122,0,70,81,0,41,241,380,469,61,57,0,56,0,0,41,0,1305,0,31200,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305
"217",2009,33,5034,0,392,270,953,372,488,81,573,902,874,0,0,0,129,0,0,0,2382,2652,3401,0,0,225,1408,454,4580,2325,2709,3684,1208,455,249,1507,2382,1227,0,108,3312,92,486,269,1373,348,92,0,81,0,218,372,1561,0,114,0,0,0,1454,2633,114,348,0,404,0,81,0,0,192,4842,0,24000,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5034
"218",2009,34,34332,0,155,1560,3424,4206,6322,5193,5017,2867,1191,2492,1057,265,213,149,221,0,19551,14781,18321,416,2550,963,12082,7617,26715,16494,17838,19949,6148,11723,5510,5812,12818,13102,900,350,19724,387,7361,1199,785,6170,332,599,1509,960,1514,7933,3018,86,2512,2035,1218,178,8865,11956,4642,4754,69,2659,407,736,0,178,1788,32402,142,20800,27500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34332
"219",2009,35,321,0,0,0,223,0,0,0,0,47,51,0,0,0,0,0,0,0,47,274,98,0,0,0,223,0,321,98,223,0,0,0,0,98,274,47,0,0,0,321,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,98,0,0,0,0,321,0,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321
"220",2009,36,25427,79,398,1278,3596,2630,3041,3438,2270,3924,1091,1559,723,796,351,14,239,0,13239,12188,12549,384,2348,409,9737,7795,17632,13714,11713,10904,2623,5870,4725,6858,10355,8793,226,386,16469,158,3461,754,2031,2147,1718,1583,1476,243,1184,3879,1864,158,3353,966,240,0,7648,7141,4643,1397,520,829,1374,855,729,291,1422,23746,259,25000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25427
"221",2009,37,5263,63,489,180,304,679,1029,1126,218,282,270,154,0,330,62,0,77,0,3282,1981,2783,77,243,374,1786,1461,3802,2291,2972,2510,1236,684,1434,873,1342,2309,0,0,1743,335,1395,376,266,378,356,0,658,62,91,211,1686,66,75,0,0,0,1875,2089,228,378,0,0,164,376,153,0,1654,3609,0,12000,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5263
"222",2009,39,2840,0,161,292,289,189,0,1103,340,152,85,147,0,0,0,82,0,0,1540,1300,2006,0,0,0,834,589,2251,1096,1744,692,174,250,658,1016,839,934,106,178,1430,310,106,0,215,0,270,0,80,85,286,0,699,0,0,211,0,0,1415,480,363,0,0,72,270,147,93,0,1279,1469,92,9900,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2840
"223",2009,40,242,0,0,0,86,0,0,0,0,0,85,71,0,0,0,0,0,0,157,85,71,0,85,0,86,71,171,85,157,0,0,71,0,85,85,0,0,0,171,0,0,0,0,0,85,0,0,0,0,0,0,0,86,0,0,0,71,0,86,0,0,0,85,0,0,0,0,156,86,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242
"224",2009,41,892,0,0,0,0,0,111,0,192,79,92,206,91,121,0,0,0,0,695,197,660,121,0,111,0,565,327,454,438,224,200,0,194,498,94,391,0,190,399,98,171,0,0,0,0,0,79,0,296,92,0,98,0,0,103,0,416,171,194,0,0,111,0,0,0,0,111,781,0,6000,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892
"225",2009,42,9091,163,0,910,1218,1662,1719,1608,247,417,915,63,0,0,87,82,0,0,4591,4500,4305,87,630,0,4069,1038,8053,2318,6773,5286,915,2841,935,2109,3948,2863,903,0,5588,112,634,208,430,1677,227,73,190,63,698,1571,1415,0,62,79,57,903,2804,3123,125,1579,79,76,0,0,402,903,2509,6222,360,7800,18400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9091
"226",2009,44,714,0,0,61,0,0,190,66,0,0,233,164,0,0,0,0,0,0,587,127,304,0,349,0,61,513,201,513,201,140,0,238,182,233,66,587,0,0,415,0,74,164,233,66,164,0,0,0,0,74,0,0,116,0,0,0,61,74,280,66,0,233,0,0,0,0,0,714,0,41100,41100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714
"227",2009,45,2141,0,0,89,90,553,476,37,23,517,303,0,0,0,0,53,0,0,717,1424,1081,0,303,82,675,789,1352,856,1285,1485,338,1118,23,483,1335,641,318,0,1909,90,53,0,53,780,0,0,23,0,699,0,0,90,407,0,0,0,224,0,780,488,210,326,0,0,23,90,915,1136,90,10900,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141
"228",2009,46,49,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,49,0,49,0,49,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,49,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"229",2009,47,688,0,0,0,0,370,61,85,0,0,119,0,0,0,0,53,0,0,329,359,538,53,0,0,97,251,437,370,318,72,0,53,186,449,359,85,0,0,455,0,180,0,72,0,180,0,0,97,100,0,0,0,186,0,0,0,153,0,355,0,0,0,119,61,0,0,101,587,0,22100,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688
"230",2009,48,15074,190,168,1442,1053,2362,2385,1608,1557,1963,1037,615,209,386,99,0,0,0,6819,8255,7901,482,1067,321,5303,3523,11551,7378,7696,4538,570,2010,2510,7131,7408,4192,162,456,9074,1095,2219,80,1912,195,1279,379,1712,242,1218,1222,2500,101,1372,404,256,0,6225,3534,2198,179,606,601,1073,91,567,0,1571,13503,0,20000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15074
"231",2009,49,2507,0,0,647,0,405,166,0,316,85,555,173,72,0,88,0,0,0,1447,1060,1048,0,642,170,647,1064,1443,977,1530,670,0,175,630,1055,566,1053,0,0,1549,0,85,226,373,0,60,79,594,0,253,85,85,0,243,88,0,0,1098,326,503,0,0,341,60,0,179,0,451,2056,0,15600,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507
"232",2009,50,42,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,42,0,42,0,0,0,0,0,42,0,42,0,0,0,42,0,0,42,0,42,42,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,42,0,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"233",2009,51,5719,0,104,183,627,195,793,1277,522,517,772,531,132,66,0,0,0,0,3134,2585,3542,0,995,0,1182,1669,4050,2648,3071,2858,191,816,1018,2780,2215,2341,0,93,2562,1013,1038,94,99,784,660,81,389,137,238,520,1206,318,64,203,106,0,2629,1195,446,690,106,95,489,69,0,0,522,5197,0,21300,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5719
"234",2009,53,3905,0,0,161,390,1430,374,844,298,289,119,0,0,0,0,0,0,0,1596,2309,2590,137,343,114,721,775,3130,1791,2114,1542,223,363,939,1829,2083,1139,191,118,2664,194,144,170,0,486,293,0,0,476,700,446,590,0,181,0,0,212,1719,555,802,121,0,231,194,71,0,212,702,3203,0,22000,32504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3905
