"","year","state_code","age_0_to_4","age_05_to_09","age_10_to_19","age_20_to_24","age_25_to_29","age_30_to_34","age_35_to_39","age_40_to_44","age_45_to_49","age_50_to_54","age_55_to_59","age_60_to_64","age_65_to_69","age_70_to_74","age_75_to_79","age_80_to_84","age_85_plus"
"621",2017,48,231,208,1048,711,851,2937,3940,1571,1576,1097,691,1023,814,140,0,0,97
"622",2017,49,57,309,374,658,865,528,561,548,626,65,773,77,305,0,184,0,0
"623",2017,50,0,0,0,0,0,0,0,0,0,130,45,0,0,0,0,0,0
"624",2017,51,0,0,0,419,528,686,766,509,299,291,743,335,281,66,0,0,0
"625",2017,53,0,100,344,169,745,1048,743,1900,352,322,318,595,66,123,0,0,0
"626",2017,54,0,0,110,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"627",2017,55,0,0,39,0,0,196,0,631,71,115,0,25,95,0,0,0,0
"628",2017,56,0,0,0,184,0,0,0,0,0,56,0,0,0,0,0,0,0
"629",2018,1,0,225,421,72,61,94,205,0,992,42,0,262,0,0,0,0,0
"630",2018,2,0,0,0,0,0,0,0,153,0,187,0,0,0,0,0,0,0
"631",2018,4,0,0,0,0,150,130,340,481,508,189,430,78,0,447,264,0,0
"632",2018,5,0,181,0,0,375,97,575,115,0,13,0,0,0,0,0,0,0
"633",2018,6,612,587,2404,2171,2971,6176,8285,5728,4964,3559,2886,1568,1586,576,675,377,0
"634",2018,8,0,0,448,106,120,383,0,282,138,249,384,77,166,80,0,74,0
"635",2018,9,309,309,886,2510,2853,2170,2282,2639,2169,2711,1162,719,66,230,59,251,0
"636",2018,10,0,0,0,186,0,0,76,0,213,234,118,0,0,0,0,0,0
"637",2018,11,0,0,0,106,210,418,112,59,157,0,0,0,38,168,0,0,0
"638",2018,12,2687,3371,6783,6075,6586,12328,15212,10997,11295,8933,8654,6241,3427,2330,1685,1246,0
"639",2018,13,285,40,1129,566,1007,2550,1633,1820,1940,1463,990,525,121,131,0,0,0
"640",2018,15,0,0,0,0,0,122,416,0,27,0,77,0,0,0,0,0,0
"641",2018,16,0,0,0,0,0,0,91,46,0,0,0,0,0,404,0,0,0
"642",2018,17,89,0,185,401,479,1165,608,1316,463,409,116,402,0,58,0,0,0
"643",2018,18,0,0,64,160,181,160,132,225,300,122,386,0,0,0,0,0,0
"644",2018,19,0,0,10,287,0,0,33,431,120,0,0,0,0,0,0,0,0
"645",2018,20,0,0,1031,496,299,456,0,70,0,80,0,0,0,12,0,0,0
"646",2018,21,0,0,238,0,93,0,55,219,86,119,0,65,0,0,158,0,0
"647",2018,22,0,0,61,307,0,675,978,244,433,318,253,107,0,0,0,0,0
"648",2018,24,458,0,536,1389,897,953,1812,1379,865,707,613,485,470,0,302,0,0
"649",2018,25,1191,2672,3595,4272,10866,10320,13472,9129,7398,6718,6242,3741,785,886,291,272,0
"650",2018,26,402,436,0,172,419,1178,1217,647,216,82,210,134,0,0,0,0,0
"651",2018,27,0,0,131,240,741,974,0,18,202,146,0,0,0,0,0,0,0
"652",2018,28,0,0,86,0,0,71,273,0,134,63,312,0,0,0,0,0,0
"653",2018,29,0,0,273,134,233,158,250,604,250,0,200,105,0,0,0,0,0
"654",2018,30,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0
"655",2018,31,0,0,0,106,0,0,876,692,0,0,0,0,0,0,0,0,0
"656",2018,32,0,0,0,0,161,896,70,223,808,378,0,179,173,38,0,0,0
"657",2018,33,0,0,0,163,394,0,0,0,460,307,72,96,0,0,0,57,0
"658",2018,34,394,163,2310,1629,3474,3976,5627,5275,4925,3310,2343,1452,629,441,635,291,0
"659",2018,35,0,0,88,0,0,0,0,319,245,67,0,41,0,0,0,0,0
"660",2018,36,768,78,1083,1844,1865,2234,3685,4259,2869,2790,3156,1601,452,1335,922,429,0
"661",2018,37,77,304,603,879,556,1136,1080,1478,0,716,388,58,200,0,50,228,0
"662",2018,39,0,0,0,221,222,922,456,157,234,348,153,62,74,0,60,0,0
"663",2018,40,0,218,394,274,147,206,148,239,0,0,0,0,0,420,526,0,0
"664",2018,41,0,0,0,0,95,201,306,287,359,701,310,0,0,0,0,0,0
"665",2018,42,93,634,807,356,1544,4097,1143,900,866,670,555,575,125,0,193,0,0
"666",2018,44,0,0,0,121,0,475,808,30,44,304,147,285,107,108,0,0,0
"667",2018,45,0,0,119,0,62,335,343,578,509,119,357,56,405,118,0,208,0
"668",2018,47,0,0,369,79,389,380,92,282,179,236,103,97,0,0,43,0,0
"669",2018,48,0,1028,1474,1389,1997,2332,3535,2671,1687,1437,1360,1061,484,164,73,0,0
"670",2018,49,0,833,1131,664,299,580,650,1370,133,700,587,0,0,147,0,0,0
"671",2018,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
"672",2018,51,0,116,728,356,656,922,1122,1334,671,735,320,197,338,60,458,93,0
"673",2018,53,192,340,126,889,979,1062,936,520,564,346,269,279,247,0,42,0,0
"674",2018,54,0,0,0,74,0,0,54,0,0,0,0,129,0,0,0,0,0
"675",2018,55,0,0,9,0,549,332,221,44,0,448,241,336,0,0,0,0,0
"676",2019,1,0,0,284,0,141,133,232,687,65,0,0,0,0,313,0,0,0
"677",2019,2,0,0,0,0,0,0,20,247,0,0,0,0,0,0,0,0,0
"678",2019,4,0,0,777,406,0,401,263,473,291,470,465,453,157,496,0,113,0
"679",2019,5,87,0,161,0,0,321,0,102,211,0,0,0,8,0,0,0,0
"680",2019,6,852,853,1834,3823,6345,6971,5624,5250,5358,3241,3154,2931,1303,641,853,154,700
"681",2019,8,0,0,0,64,137,679,513,742,231,0,0,55,0,101,50,0,0
"682",2019,9,604,1345,2183,1559,2920,2899,3757,3205,1735,1365,1006,995,491,0,290,49,61
"683",2019,10,0,0,0,27,0,166,0,0,0,0,23,196,0,0,0,0,0
"684",2019,11,210,0,0,49,162,191,262,167,266,0,145,0,0,167,0,0,0
"685",2019,12,836,4192,7221,3053,8282,11389,12459,10044,9952,11516,10506,7259,3869,1938,886,1052,822
"686",2019,13,198,269,524,1191,1244,1536,2557,1848,1309,1284,1947,1053,126,0,55,262,106
"687",2019,15,0,0,139,0,0,462,0,363,0,145,67,141,0,0,0,0,0
"688",2019,16,0,0,0,119,80,0,135,10,0,0,0,123,0,0,0,0,0
"689",2019,17,0,174,95,584,1105,1189,542,750,705,400,336,199,172,175,92,0,0
"690",2019,18,0,0,535,0,801,181,0,163,169,204,0,191,29,0,0,0,0
"691",2019,19,0,0,12,0,0,0,0,0,0,0,34,0,0,0,0,0,0
"692",2019,20,0,0,462,254,238,675,559,81,83,0,238,190,0,0,0,0,0
"693",2019,21,0,0,0,72,0,102,113,773,48,75,214,0,0,0,0,0,0
"694",2019,22,0,0,0,63,31,36,622,97,80,54,411,55,111,0,0,0,53
"695",2019,23,0,0,0,0,0,0,300,41,0,0,0,34,0,0,234,0,0
"696",2019,24,30,402,566,543,617,448,961,910,225,144,387,344,182,425,127,290,76
"697",2019,25,1893,3331,8966,6914,8114,13435,12017,9622,11936,6776,4583,2107,2899,701,278,0,136
"698",2019,26,0,235,620,116,564,1286,2028,554,442,377,0,0,0,0,198,0,0
"699",2019,27,0,0,0,295,174,890,608,175,143,299,733,187,0,38,0,0,75
"700",2019,28,0,0,0,19,4,0,105,17,0,0,0,0,0,0,0,47,0
"701",2019,29,0,0,74,0,64,160,222,0,189,305,151,0,0,0,0,0,0
"702",2019,30,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0
"703",2019,31,0,0,122,0,160,0,333,0,0,0,0,98,151,0,0,0,0
"704",2019,32,0,0,231,331,386,427,987,899,873,395,764,179,95,397,60,0,39
"705",2019,33,0,0,223,0,276,1302,902,824,71,0,0,138,0,0,0,0,0
"706",2019,34,911,972,2661,2020,5201,3916,7336,4083,4313,3662,3017,2658,445,564,211,324,22
"707",2019,35,0,0,0,0,39,0,0,71,0,144,0,0,0,0,0,0,0
"708",2019,36,665,755,795,2452,1594,3204,4178,3948,3291,3408,2382,2803,837,1477,76,462,125
"709",2019,37,0,215,88,65,1323,913,1106,419,249,451,893,449,62,89,133,0,0
"710",2019,39,0,0,292,535,345,200,652,1267,734,179,235,305,0,0,0,70,0
"711",2019,40,0,0,0,145,327,0,0,0,236,58,0,0,181,0,0,0,0
"712",2019,41,350,73,101,175,168,136,755,0,55,128,18,0,134,0,0,0,0
"713",2019,42,502,1012,525,553,1521,1822,2447,1273,702,952,429,928,259,210,17,212,0
"714",2019,44,87,0,135,142,57,138,474,55,109,529,413,0,232,0,0,0,0
"715",2019,45,0,362,723,214,134,1634,330,1052,715,476,174,0,0,0,43,31,0
"716",2019,47,0,0,178,286,490,52,314,410,129,340,112,93,0,0,0,0,0
"717",2019,48,273,265,433,1195,1872,2431,2649,2058,1454,2289,1861,903,109,230,322,54,497
"718",2019,49,0,59,852,712,1735,1311,988,528,746,297,232,177,127,57,0,0,0
"719",2019,50,0,0,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"720",2019,51,0,0,624,193,603,768,708,682,544,324,1318,121,0,73,0,164,0
"721",2019,53,0,175,373,731,461,1009,1826,831,1015,197,743,0,87,0,158,0,0
"722",2019,54,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
"723",2019,55,0,67,333,12,349,0,39,73,41,137,0,0,0,48,0,0,0
