"","year","state_code","age_0_to_4","age_05_to_09","age_10_to_19","age_20_to_24","age_25_to_29","age_30_to_34","age_35_to_39","age_40_to_44","age_45_to_49","age_50_to_54","age_55_to_59","age_60_to_64","age_65_to_69","age_70_to_74","age_75_to_79","age_80_to_84","age_85_plus"
"305",2011,25,154,309,4983,4614,7457,12252,9350,8923,7262,3510,1867,1165,612,128,342,53,115
"306",2011,26,0,125,1198,57,116,943,134,218,1034,496,0,0,89,109,0,0,0
"307",2011,27,295,0,0,0,704,812,603,499,0,0,0,268,0,0,0,0,0
"308",2011,28,0,0,0,0,120,152,0,0,0,0,0,0,0,0,0,0,0
"309",2011,29,0,110,388,1640,103,0,45,275,0,0,0,106,0,0,0,0,0
"310",2011,30,0,0,0,0,0,72,0,0,0,0,0,0,0,36,0,0,0
"311",2011,31,0,0,111,94,0,535,197,0,0,0,0,0,0,0,0,0,0
"312",2011,32,0,0,236,0,595,178,0,0,238,156,156,55,0,0,73,0,0
"313",2011,33,0,0,362,0,0,492,0,449,965,97,0,71,0,0,0,0,0
"314",2011,34,345,135,1202,2313,3973,2511,4995,3302,3745,4010,1133,1444,418,391,62,130,0
"315",2011,35,0,0,0,0,0,35,0,105,0,0,0,0,0,0,0,0,0
"316",2011,36,174,69,1615,1670,2223,2764,3571,2049,2720,2071,2299,640,876,236,718,509,164
"317",2011,37,0,0,609,0,373,493,543,524,690,288,280,24,0,0,31,0,0
"318",2011,39,0,0,351,0,45,104,0,232,70,0,63,43,93,0,0,0,0
"319",2011,40,0,0,0,0,317,0,86,183,0,396,0,0,0,0,0,0,0
"320",2011,41,0,0,0,0,0,104,210,81,0,70,233,0,0,0,0,0,0
"321",2011,42,0,322,568,1084,2244,1263,832,540,1472,1082,227,175,25,177,134,171,0
"322",2011,44,0,150,602,674,258,199,450,253,407,386,164,178,73,46,0,0,0
"323",2011,45,0,0,0,0,0,1148,222,82,0,480,0,67,0,0,0,0,0
"324",2011,46,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325",2011,47,100,0,533,182,0,237,275,87,306,172,107,0,0,0,0,0,0
"326",2011,48,0,447,348,333,978,1642,2878,1262,1511,771,191,864,190,348,195,0,0
"327",2011,49,0,0,0,50,372,79,0,205,184,0,57,127,0,245,0,0,0
"328",2011,50,0,0,0,0,0,376,0,0,0,0,273,27,0,0,0,0,0
"329",2011,51,81,126,945,961,1875,222,386,1257,261,1085,609,253,184,250,85,0,95
"330",2011,53,0,0,139,335,131,317,604,308,447,228,480,0,94,0,0,0,109
"331",2011,54,0,0,0,0,219,0,131,74,0,0,0,0,0,0,0,0,0
"332",2011,55,0,0,0,85,20,259,0,0,55,0,0,0,0,0,0,0,0
"333",2012,1,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334",2012,2,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
"335",2012,4,0,145,186,389,527,745,340,327,0,114,150,0,67,46,0,0,0
"336",2012,5,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0
"337",2012,6,245,276,1379,1542,4362,7459,3919,4281,3829,3401,1535,1048,1442,944,152,350,384
"338",2012,8,0,0,0,0,0,755,601,59,0,890,67,296,0,0,0,0,0
"339",2012,9,0,0,322,405,2004,2356,2249,2266,2904,1144,1134,110,0,0,0,0,0
"340",2012,10,0,0,0,14,0,0,0,64,115,150,0,0,0,0,0,0,0
"341",2012,11,0,0,0,312,205,288,187,231,59,51,80,0,0,0,508,0,0
"342",2012,12,660,1215,4156,4162,5545,8413,7477,6011,8322,5367,3889,1525,3224,1394,848,310,422
"343",2012,13,0,0,1193,435,1140,1227,1411,793,751,1706,298,331,0,0,0,0,0
"344",2012,15,0,0,154,113,0,48,230,330,0,0,169,135,162,0,0,0,0
"345",2012,16,0,0,0,309,373,66,0,0,59,0,0,0,0,0,0,0,0
"346",2012,17,0,0,1489,617,312,858,222,815,513,557,163,0,239,0,259,0,187
"347",2012,18,0,0,131,51,701,0,121,0,15,81,113,163,0,0,0,73,0
"348",2012,19,0,0,0,0,268,628,0,0,238,0,0,0,0,0,0,0,0
"349",2012,20,0,0,0,0,0,88,0,0,0,0,0,0,91,0,0,0,0
"350",2012,21,0,0,0,208,0,72,0,0,0,0,0,0,0,0,0,0,0
"351",2012,22,0,37,38,0,753,308,303,111,0,0,0,13,0,0,0,0,0
"352",2012,23,0,0,23,0,0,0,139,0,0,0,0,0,0,0,0,0,0
"353",2012,24,968,269,786,403,2313,517,1353,509,846,690,355,267,112,0,0,0,55
"354",2012,25,0,460,5238,3633,8347,8828,5974,7441,4218,5018,3550,760,663,979,0,0,0
"355",2012,26,0,0,606,254,600,466,955,375,226,82,999,0,0,0,0,0,0
"356",2012,27,0,0,0,117,200,257,272,114,0,185,0,0,0,0,0,0,0
"357",2012,28,0,0,0,125,0,98,0,0,0,68,52,0,0,0,0,0,0
"358",2012,29,0,0,0,458,0,225,120,37,100,91,81,0,0,0,0,0,0
"359",2012,31,0,0,0,0,0,0,0,0,0,0,261,0,0,227,0,0,0
"360",2012,32,0,0,261,0,229,285,198,204,0,140,214,64,64,0,0,0,0
"361",2012,33,0,0,65,243,111,383,76,581,0,47,133,45,0,0,0,0,0
"362",2012,34,0,378,2941,2491,3001,4825,2296,3247,2833,2881,1613,773,878,680,233,247,47
"363",2012,35,0,0,0,0,0,174,0,191,0,157,0,0,0,0,0,0,0
"364",2012,36,0,0,299,691,2028,3238,3995,1981,3235,3110,2363,1257,347,1140,269,0,257
"365",2012,37,0,0,125,884,673,1046,422,165,491,507,665,0,0,0,176,0,0
"366",2012,38,0,0,0,0,183,0,0,26,0,0,0,0,0,0,0,0,0
"367",2012,39,0,0,84,0,143,0,876,182,0,396,48,0,0,0,0,0,0
"368",2012,40,0,0,0,0,216,32,52,0,131,126,0,0,0,0,0,0,0
"369",2012,41,0,0,0,71,485,189,616,0,104,58,55,0,0,0,142,296,102
"370",2012,42,0,245,461,689,1392,2666,1515,506,488,1618,178,246,450,214,0,325,296
"371",2012,44,0,0,0,0,71,131,0,65,0,0,0,0,0,0,0,0,0
"372",2012,45,138,120,353,153,307,540,702,191,280,204,102,0,0,0,0,0,0
"373",2012,46,0,0,23,0,0,131,0,0,0,76,0,0,0,0,0,0,0
"374",2012,47,0,0,0,41,0,193,45,0,54,173,0,0,0,0,0,0,0
"375",2012,48,100,659,640,325,1057,1641,1895,1617,1189,2987,352,141,205,0,0,54,230
"376",2012,49,0,0,298,614,0,598,216,529,428,557,268,105,0,0,0,0,0
"377",2012,50,0,0,60,38,0,0,138,0,0,59,0,0,0,0,0,0,0
"378",2012,51,0,0,606,0,754,566,543,497,236,224,0,261,169,93,0,14,357
"379",2012,53,0,0,0,409,290,557,758,414,257,396,108,0,0,0,0,0,0
"380",2012,54,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,54
"381",2012,55,0,0,267,0,0,0,156,0,305,54,0,0,0,0,0,0,0
"382",2012,56,0,0,0,0,0,0,0,0,45,54,0,0,0,0,0,0,0
"383",2013,1,0,0,134,38,0,0,0,172,364,64,0,0,0,0,0,0,0
"384",2013,2,0,0,113,0,0,235,0,95,111,0,0,0,0,0,0,0,0
"385",2013,4,33,0,54,0,71,358,385,136,350,296,41,53,108,0,0,0,0
"386",2013,5,0,0,124,0,0,90,120,0,0,0,0,0,0,0,0,0,0
"387",2013,6,182,336,1435,1913,2854,7291,6633,2234,3769,2227,2507,2152,580,648,585,132,186
"388",2013,8,0,226,67,613,365,173,345,305,211,73,0,74,0,82,0,0,0
"389",2013,9,0,0,501,914,1864,2894,1399,1304,2357,2171,749,525,392,60,0,0,0
"390",2013,10,0,0,172,0,0,0,0,0,68,0,0,0,0,0,0,0,0
"391",2013,11,0,658,329,44,0,72,611,129,244,384,0,0,89,68,0,0,134
"392",2013,12,474,819,4472,3564,6462,6933,8375,6980,6037,8069,5398,3511,3432,1081,958,542,1047
"393",2013,13,73,0,492,803,275,2089,799,726,1449,1051,661,193,420,91,0,0,0
"394",2013,15,0,0,0,0,0,297,0,0,72,151,93,0,0,0,0,0,0
"395",2013,16,0,0,0,0,102,0,73,0,0,0,0,0,0,0,0,0,0
"396",2013,17,0,0,254,513,221,186,250,476,1106,0,83,0,260,0,86,0,148
"397",2013,18,0,0,318,149,307,61,44,133,91,39,544,0,0,0,0,0,0
"398",2013,19,0,0,0,127,59,0,0,378,0,0,0,0,0,0,0,0,0
"399",2013,20,0,0,0,108,0,106,647,0,0,0,60,140,0,0,0,0,0
"400",2013,21,0,0,279,65,0,80,0,39,32,0,0,240,0,0,0,0,0
"401",2013,22,0,0,74,0,202,122,122,540,173,162,74,16,0,0,0,0,0
"402",2013,23,0,0,0,134,0,0,0,229,0,0,0,0,0,0,0,0,0
"403",2013,24,62,472,399,148,599,989,900,835,139,312,152,292,203,286,0,0,0
"404",2013,25,126,642,3146,3592,8588,12315,9251,9284,7570,3170,1861,962,608,358,265,48,0
"405",2013,26,0,95,44,238,189,140,197,575,200,106,179,36,86,111,0,0,0
"406",2013,27,0,0,294,102,457,340,271,0,52,96,0,0,0,0,0,0,0
"407",2013,29,181,111,26,30,85,0,22,349,260,76,0,0,0,234,0,0,0
"408",2013,30,0,0,124,298,0,0,0,0,0,194,0,0,0,0,0,0,0
"409",2013,31,0,0,0,0,0,0,173,106,0,0,0,0,0,0,0,0,0
"410",2013,32,0,0,117,310,430,447,64,231,0,78,0,0,63,0,111,0,0
"411",2013,33,0,0,0,0,125,107,346,472,427,0,64,0,0,254,0,0,0
"412",2013,34,0,230,1650,984,2447,4493,3349,5006,3568,2259,1331,2194,1005,643,106,326,51
"413",2013,35,0,0,0,0,130,0,104,0,0,0,210,121,0,0,0,0,0
"414",2013,36,255,182,1265,1344,2627,4916,4358,3139,4236,1885,1519,1053,640,925,200,396,373
"415",2013,37,0,63,49,674,117,979,554,517,0,205,208,93,0,132,0,74,52
"416",2013,38,0,0,0,805,55,0,0,0,0,0,0,0,0,0,0,0,0
"417",2013,39,224,0,95,645,128,333,341,258,338,657,136,0,0,51,193,0,0
"418",2013,40,0,0,0,0,0,0,0,0,0,39,279,0,0,0,0,0,0
"419",2013,41,0,0,174,101,0,291,205,191,238,694,107,95,0,0,169,0,0
"420",2013,42,0,0,47,74,806,1297,444,997,522,418,266,201,302,86,0,85,0
"421",2013,44,0,0,0,0,103,0,176,0,412,430,232,143,58,0,0,0,0
"422",2013,45,0,0,195,0,967,758,52,107,76,518,583,108,0,0,0,0,0
"423",2013,47,0,0,0,0,274,123,144,0,184,50,0,0,0,0,73,0,0
"424",2013,48,167,241,751,722,1371,1879,1061,1648,2056,1410,990,1413,311,417,335,0,0
"425",2013,49,0,62,255,313,543,199,369,367,302,537,132,115,145,0,400,89,0
"426",2013,50,0,0,0,0,0,0,0,257,0,0,0,0,0,52,0,0,0
"427",2013,51,0,62,0,165,243,1929,783,445,105,100,517,251,0,76,0,123,0
"428",2013,53,0,0,571,995,1383,337,138,301,1195,894,74,0,0,0,0,0,0
"429",2013,54,0,0,0,0,136,0,0,0,12,31,80,0,0,0,0,0,0
"430",2013,55,0,0,71,228,330,286,0,0,0,178,0,46,0,0,0,0,0
"431",2013,56,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"432",2014,1,0,0,20,0,432,0,79,0,277,0,0,133,0,0,0,0,0
"433",2014,2,0,0,0,0,0,0,0,0,64,0,59,0,0,0,0,0,0
"434",2014,4,0,0,451,588,76,238,439,625,0,390,204,0,0,64,0,0,0
"435",2014,5,0,0,0,0,205,0,0,179,0,98,0,0,0,0,162,0,0
"436",2014,6,103,0,1114,2203,2941,3931,5445,3642,3232,2899,2260,1915,1610,764,173,99,266
"437",2014,8,0,0,0,482,219,479,0,192,617,0,0,0,0,0,64,0,64
"438",2014,9,0,0,545,577,1863,1971,1444,2114,1226,1556,1546,133,280,341,52,137,0
"439",2014,10,0,0,65,0,0,0,37,0,0,19,0,0,0,0,0,0,0
"440",2014,11,0,0,0,248,102,59,0,0,0,318,70,82,0,145,46,0,51
"441",2014,12,160,1179,3754,3854,3765,5789,8387,5660,8330,9314,4706,3460,1873,2113,607,921,1076
"442",2014,13,0,0,494,667,168,306,811,1432,1193,1107,447,336,0,70,100,0,0
"443",2014,15,0,0,0,0,0,0,96,150,52,67,0,101,0,0,0,0,0
"444",2014,16,0,0,0,34,0,0,0,44,0,0,63,0,0,0,0,0,0
"445",2014,17,0,0,240,375,288,1318,356,447,545,114,166,189,206,0,0,0,0
"446",2014,18,146,0,0,202,105,8,135,0,133,99,153,28,0,0,0,0,0
"447",2014,19,0,0,57,154,0,0,397,0,0,0,0,0,0,0,0,0,0
"448",2014,20,0,0,133,0,0,0,28,186,258,0,0,0,0,0,0,0,0
"449",2014,21,0,0,0,429,0,135,0,14,0,0,0,0,0,0,0,0,0
"450",2014,22,0,0,0,445,1192,230,777,709,0,0,150,151,213,0,0,0,0
"451",2014,23,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0
"452",2014,24,0,0,242,206,508,1504,94,904,660,585,398,219,259,59,0,0,0
"453",2014,25,100,343,3493,3309,6179,11116,9499,8582,4731,4451,3541,1133,701,293,196,0,60
"454",2014,26,264,0,203,249,657,672,1031,848,375,358,248,214,118,36,0,0,0
"455",2014,27,147,0,217,376,0,884,189,827,323,0,392,0,0,0,0,0,0
"456",2014,28,0,0,0,0,0,170,236,191,0,0,0,0,0,0,0,0,0
"457",2014,29,0,0,337,56,378,223,81,134,86,359,148,0,80,0,0,0,0
"458",2014,31,0,0,126,137,0,0,0,0,0,0,0,0,0,0,0,0,0
"459",2014,32,0,0,413,1156,787,230,847,0,173,294,380,0,96,0,0,0,0
"460",2014,33,0,0,10,0,1024,554,324,0,715,0,0,140,93,49,0,0,0
"461",2014,34,240,441,1854,1540,3658,4858,3477,3682,3533,2733,1778,928,675,269,511,280,0
"462",2014,35,0,0,174,73,0,0,307,297,0,109,68,185,0,0,85,0,0
"463",2014,36,725,0,1343,1812,1807,2630,2376,3295,2676,1533,1063,1736,403,314,63,148,0
"464",2014,37,0,42,417,356,269,552,643,750,768,692,503,0,126,0,0,328,0
"465",2014,38,0,0,311,65,0,0,391,0,0,0,0,0,0,0,0,0,0
"466",2014,39,0,0,265,1008,816,491,574,263,201,356,70,511,0,0,0,0,0
"467",2014,40,0,0,593,0,0,0,0,0,0,131,92,115,0,0,0,0,0
"468",2014,41,0,0,28,351,0,24,249,58,223,333,74,0,0,0,0,0,0
"469",2014,42,0,0,737,1192,3146,3021,1637,987,518,217,266,111,0,448,0,0,263
"470",2014,44,0,0,0,314,73,147,400,317,0,101,0,0,366,0,0,0,0
"471",2014,45,0,84,99,160,360,707,173,214,0,170,245,46,63,63,0,0,0
"472",2014,46,0,0,0,0,0,96,159,0,0,0,0,0,0,0,0,0,0
"473",2014,47,102,104,654,302,126,0,265,184,518,154,62,48,0,0,0,0,0
"474",2014,48,0,605,329,854,2457,2416,1574,1866,833,757,1585,769,113,198,205,74,0
"475",2014,49,0,79,450,280,256,307,449,150,202,77,0,121,0,55,45,91,0
"476",2014,51,0,0,0,272,269,933,451,190,509,948,226,0,17,96,71,0,64
"477",2014,53,0,0,111,0,615,339,427,226,0,78,175,0,123,0,0,0,0
"478",2014,54,0,0,0,73,0,0,0,0,270,0,0,0,0,0,0,0,0
"479",2014,55,0,0,0,576,0,504,0,45,0,0,60,0,0,0,33,0,0
"480",2014,56,0,0,22,0,0,0,0,0,0,0,0,0,76,0,0,0,0
"481",2015,1,0,0,0,0,0,299,0,141,81,0,0,0,0,0,0,0,0
"482",2015,2,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
"483",2015,4,0,0,87,0,124,0,116,177,187,88,109,0,224,0,0,113,0
"484",2015,5,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
"485",2015,6,651,473,2575,1814,4452,4528,4702,4869,3608,2317,2269,1049,457,453,789,137,445
"486",2015,8,0,0,133,632,194,307,150,460,286,183,163,0,110,193,0,0,0
"487",2015,9,0,64,921,508,1204,2305,2524,2301,1693,1269,708,715,676,527,182,0,0
"488",2015,10,0,0,565,157,0,55,69,170,0,51,172,61,0,0,0,0,0
"489",2015,11,0,0,172,88,54,358,44,0,0,0,0,0,0,0,0,0,0
"490",2015,12,362,850,4964,3870,6905,7871,9739,9579,7760,7355,4857,2981,2720,1901,2107,390,694
"491",2015,13,32,70,1318,2289,751,1162,1530,1740,1566,802,645,1263,82,80,80,0,0
"492",2015,15,0,0,107,208,276,161,54,180,236,0,279,0,0,0,0,0,0
"493",2015,16,0,0,103,387,86,74,0,0,0,80,0,0,0,0,0,0,0
"494",2015,17,200,0,162,1570,1413,1242,581,149,441,340,396,176,0,92,0,126,0
"495",2015,18,0,151,437,846,407,298,263,420,72,273,141,0,0,0,69,61,0
"496",2015,19,0,0,41,240,181,62,0,0,0,224,0,0,0,0,233,0,0
"497",2015,20,0,0,150,373,105,38,77,170,169,0,0,0,0,0,0,0,0
"498",2015,21,0,0,0,416,0,89,464,0,0,0,0,0,0,0,0,0,0
"499",2015,22,0,0,24,0,544,183,102,0,110,204,0,51,0,0,0,0,0
"500",2015,23,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,323,0
"501",2015,24,0,118,859,260,326,1560,1636,1758,278,862,375,545,0,234,190,0,0
"502",2015,25,207,317,1716,3849,3891,9862,12497,7299,8361,6401,2849,1416,1126,628,466,134,0
"503",2015,26,0,0,778,212,247,1071,435,250,208,256,119,584,0,120,124,95,0
"504",2015,27,0,0,32,338,117,291,123,164,16,37,134,80,0,0,0,0,0
"505",2015,28,0,0,0,116,0,0,0,116,0,0,0,0,0,84,0,0,0
"506",2015,29,0,0,60,0,191,108,0,0,217,1182,0,0,0,0,0,0,0
"507",2015,31,0,0,0,205,0,0,0,0,0,0,0,0,0,0,65,0,0
"508",2015,32,0,0,0,216,740,0,448,438,466,466,295,180,0,0,0,40,0
"509",2015,33,309,0,380,0,102,562,352,0,142,153,234,0,0,0,0,0,0
"510",2015,34,0,184,683,1148,4222,2353,4781,3192,2563,2661,1554,1076,924,155,61,92,406
"511",2015,35,0,0,0,0,0,0,0,202,71,0,0,0,0,0,0,0,11
"512",2015,36,0,33,161,1277,1469,2351,1598,2361,2856,2185,2796,1079,902,643,636,257,109
"513",2015,37,0,0,393,148,274,586,1046,385,617,742,713,398,0,271,0,68,73
"514",2015,38,0,0,191,145,0,41,0,0,0,0,0,0,0,0,0,0,0
"515",2015,39,200,201,357,762,657,1090,430,361,175,242,0,0,225,62,0,0,0
"516",2015,40,0,0,0,43,83,0,0,0,0,0,0,0,0,0,0,0,0
"517",2015,41,0,0,0,504,225,260,0,327,210,215,0,111,51,0,0,130,0
"518",2015,42,0,0,458,414,355,1837,885,1000,236,689,180,0,0,0,0,0,0
"519",2015,44,0,0,0,0,0,77,82,253,0,0,112,0,0,0,0,0,0
"520",2015,45,0,0,186,204,456,842,239,618,298,75,122,0,108,97,0,0,0
"521",2015,47,0,0,0,0,56,145,169,0,0,64,0,0,0,0,0,0,0
"522",2015,48,122,287,1119,2173,2721,2047,2424,2163,1118,2183,976,1080,555,189,142,73,0
"523",2015,49,0,0,0,231,143,1093,482,167,137,99,269,166,283,0,0,0,0
"524",2015,50,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0
"525",2015,51,0,0,357,264,790,1548,844,523,1121,737,349,483,107,78,45,124,0
"526",2015,53,0,0,995,342,196,647,207,551,225,360,118,82,136,82,0,0,0
"527",2015,54,0,0,87,0,0,43,0,0,0,0,0,0,83,0,0,0,0
"528",2015,55,0,0,279,314,317,31,0,61,0,146,0,41,0,0,0,0,0
"529",2016,1,120,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0
"530",2016,2,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0
"531",2016,4,0,0,742,193,81,86,234,339,414,228,391,185,0,0,0,0,0
"532",2016,5,0,0,319,50,0,0,72,0,0,0,0,0,0,0,0,0,0
"533",2016,6,304,325,2026,3164,5188,5021,8583,4909,4528,4077,2438,2109,1651,1159,62,560,202
"534",2016,8,0,0,98,181,345,582,136,243,56,304,51,54,209,0,0,0,0
"535",2016,9,630,0,863,977,1480,2135,2879,3181,1902,4769,1512,994,67,269,143,58,0
"536",2016,10,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0
"537",2016,11,0,0,0,285,0,64,0,438,39,253,0,229,86,141,0,0,0
"538",2016,12,1450,1797,6164,2493,6552,10472,13218,9044,6863,7827,5820,4242,3756,1780,1206,242,609
"539",2016,13,0,741,226,887,1687,2487,2187,315,766,1706,391,602,307,0,57,0,0
"540",2016,15,0,224,0,158,159,528,17,226,71,0,0,0,0,76,0,0,0
"541",2016,16,0,0,320,511,0,0,120,0,0,0,0,0,0,0,0,0,0
"542",2016,17,0,77,179,698,301,592,859,754,550,177,343,232,128,18,83,242,0
"543",2016,18,0,0,200,309,98,73,0,0,347,69,0,62,119,0,0,0,0
"544",2016,19,0,0,0,0,178,0,0,0,75,0,0,0,0,0,0,0,0
"545",2016,20,0,0,132,0,219,114,86,0,277,249,12,0,0,0,0,0,0
"546",2016,21,0,0,0,0,152,445,0,283,0,68,0,0,157,0,0,0,0
"547",2016,22,0,140,77,368,786,341,277,27,178,0,16,51,58,0,0,0,0
"548",2016,23,0,0,0,0,324,0,144,0,0,0,0,0,0,89,0,0,0
"549",2016,24,346,0,825,319,714,904,2058,1398,899,892,532,231,284,86,520,151,0
"550",2016,25,1171,776,1852,2911,7210,11980,9811,6549,8120,8056,4942,2511,2366,274,265,562,198
"551",2016,26,106,304,347,225,1318,525,769,716,213,439,86,218,59,92,0,0,0
"552",2016,27,589,0,78,168,764,36,293,10,489,0,43,0,0,0,0,0,0
"553",2016,28,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0
"554",2016,29,0,0,168,175,295,220,182,253,288,14,16,0,0,0,0,149,0
"555",2016,30,0,0,0,53,0,0,0,0,0,0,0,0,0,0,16,0,0
"556",2016,31,0,0,0,0,187,0,0,0,0,0,0,115,0,0,0,0,0
"557",2016,32,0,0,135,0,0,22,411,553,75,0,216,135,63,305,0,0,0
"558",2016,33,0,0,297,0,1002,0,130,69,521,0,69,234,44,0,0,0,0
"559",2016,34,0,303,1038,2290,2245,2073,4271,4425,3220,3794,2083,1308,300,332,210,65,206
"560",2016,35,0,0,0,0,0,207,610,156,70,87,0,131,0,0,0,0,0
"561",2016,36,0,143,415,1464,2335,2632,3452,3565,1855,2314,2836,2736,516,1054,202,78,34
"562",2016,37,0,120,107,901,334,537,470,1203,740,644,271,512,247,0,92,0,0
"563",2016,38,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0
"564",2016,39,0,0,0,0,170,773,61,61,115,102,15,218,261,0,0,0,0
"565",2016,40,0,0,0,110,316,0,0,127,269,0,0,127,0,0,0,0,0
"566",2016,41,165,0,0,349,278,405,614,206,306,131,180,114,123,0,0,91,0
"567",2016,42,165,985,513,506,1774,1330,2527,1712,843,466,726,844,327,0,164,0,191
"568",2016,44,0,0,0,0,385,203,0,0,166,192,289,63,52,102,0,0,0
"569",2016,45,0,294,73,0,320,393,250,583,665,198,216,140,0,0,73,0,36
"570",2016,47,0,0,27,136,69,75,86,0,0,288,147,108,0,94,204,89,0
"571",2016,48,312,398,957,1317,1934,2680,2317,2066,1635,1510,1363,926,254,0,107,0,0
"572",2016,49,0,0,472,716,212,930,199,972,464,241,288,90,121,0,0,102,0
"573",2016,50,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"574",2016,51,0,60,613,601,659,423,488,802,688,512,808,75,212,38,69,146,0
"575",2016,53,0,0,0,95,627,544,1162,66,382,46,214,184,0,103,0,16,0
"576",2016,54,0,0,0,119,0,174,221,0,0,0,0,0,0,0,0,0,0
"577",2016,55,0,83,83,285,0,112,0,246,84,119,316,57,0,0,0,0,0
"578",2016,56,0,0,0,0,75,0,0,0,0,0,0,0,0,36,0,0,0
"579",2017,1,0,288,285,0,0,60,525,265,227,35,0,43,0,53,0,0,0
"580",2017,2,0,0,0,0,0,0,0,73,136,0,0,0,0,0,0,0,0
"581",2017,4,300,37,190,177,292,716,223,143,132,247,160,180,126,54,0,0,0
"582",2017,5,0,0,225,272,93,0,92,43,284,0,0,0,63,0,0,0,0
"583",2017,6,313,583,2706,3038,7328,5707,5189,7554,5438,3606,2489,2339,1661,408,292,434,333
"584",2017,8,0,68,0,461,146,214,325,57,83,58,129,33,196,0,0,0,0
"585",2017,9,95,236,780,643,1531,2034,3513,2236,1312,1133,1221,910,150,0,90,0,160
"586",2017,10,0,0,0,67,104,0,0,885,0,59,0,0,0,0,72,0,0
"587",2017,11,0,0,0,18,62,364,362,230,171,0,0,0,181,0,91,0,0
"588",2017,12,2359,3506,8573,5078,6350,11442,15047,15696,11023,12076,8995,5962,2692,2609,1537,443,1088
"589",2017,13,182,428,1160,673,964,2031,1597,2498,1585,978,732,563,208,186,200,0,0
"590",2017,15,0,0,68,0,833,0,56,53,96,0,58,0,0,0,0,0,129
"591",2017,16,0,0,0,274,73,0,82,29,0,0,0,0,0,0,0,0,0
"592",2017,17,138,123,429,523,0,1145,1080,988,1128,488,1229,255,294,0,221,0,0
"593",2017,18,0,0,0,537,561,373,190,117,14,160,97,0,0,0,0,0,0
"594",2017,19,0,0,0,0,182,0,630,428,0,0,0,0,310,0,0,0,0
"595",2017,20,0,0,355,133,0,182,718,504,133,172,141,0,0,97,0,0,0
"596",2017,21,0,0,0,349,70,20,189,281,294,240,193,301,0,0,0,0,0
"597",2017,22,0,0,499,76,0,384,341,387,426,0,0,0,0,0,0,0,0
"598",2017,23,0,0,0,201,246,0,463,196,0,190,0,0,0,0,0,0,0
"599",2017,24,140,0,160,754,679,633,842,711,721,669,1210,22,196,244,115,0,115
"600",2017,25,1540,1687,6158,2470,7619,13100,12260,9663,7348,8735,4769,3350,861,639,349,0,205
"601",2017,26,142,178,503,1263,655,889,652,612,587,84,56,0,0,0,0,24,0
"602",2017,27,0,0,142,25,0,178,386,432,129,664,162,853,0,0,0,0,0
"603",2017,28,0,0,25,193,0,71,78,149,0,0,0,105,0,0,0,0,0
"604",2017,29,211,370,961,217,281,635,963,659,813,0,0,125,0,180,0,0,0
"605",2017,30,0,0,0,0,87,157,0,0,0,0,0,0,0,0,0,0,0
"606",2017,31,0,0,44,0,0,0,143,0,0,0,0,0,0,0,0,134,0
"607",2017,32,0,244,769,123,822,565,526,690,495,100,0,57,227,0,136,59,61
"608",2017,33,0,0,0,0,569,218,237,0,67,96,69,170,0,173,0,0,0
"609",2017,34,0,432,1029,1277,2400,5233,4573,4027,2275,2486,1935,1665,787,605,967,157,37
"610",2017,35,0,0,0,0,0,203,106,0,91,0,0,0,0,59,0,0,0
"611",2017,36,0,129,1012,1122,2265,3467,2557,2758,2313,2867,2168,1812,447,598,321,45,0
"612",2017,37,0,321,203,1073,995,642,293,1075,1604,530,281,65,24,151,35,0,0
"613",2017,38,0,0,0,0,13,0,0,0,0,0,0,0,0,71,0,0,0
"614",2017,39,0,0,175,0,37,496,1052,353,102,336,452,108,0,0,116,0,105
"615",2017,40,114,0,133,189,231,271,114,111,42,0,179,65,0,0,0,0,0
"616",2017,41,0,0,131,189,272,417,503,313,0,299,263,0,0,0,0,0,13
"617",2017,42,656,616,756,134,1559,1664,2598,1204,488,385,248,550,423,0,89,0,103
"618",2017,44,0,0,0,0,122,312,293,68,190,110,60,0,61,0,0,0,0
"619",2017,45,0,0,497,936,0,114,95,472,388,772,187,0,0,0,78,0,0
"620",2017,47,0,0,89,115,52,111,582,0,98,177,179,127,0,123,0,0,0
